Gender,Best_event,Max_level,n_dist,S,b,E,CS_ms,CS_kmh,D_prime
Male,800,Interregional,4,11.787564,0.119292,0.880708,4.699632,16.91868,302.045
Male,1500,Regional,4,10.792392,0.115284,0.884716,4.343295,15.63586,237.586
Male,800,Interregional,3,13.210036,0.149147,0.850853,5.286738,19.03226,124.471
Male,1500,National,4,11.243435,0.099313,0.900687,5.207901,18.74844,299.15
Male,800,Regional,3,14.331086,0.166504,0.833496,4.594979,16.54192,241.057
Female,1500,National,4,13.209705,0.149703,0.850297,4.665794,16.79686,214.95
Male,5000,National,5,9.215523,0.067335,0.932665,5.422526,19.5211,256.846
Male,800,Interregional,3,14.285002,0.164463,0.835537,5.164239,18.59126,141.098
Female,1500,Regional,3,8.475217,0.106099,0.893901,3.984118,14.34283,173.232
Male,400,Interregional,3,18.185232,0.211245,0.788755,4.901305,17.6447,178.822
Male,400,Interregional,3,17.687578,0.203651,0.796349,5.080653,18.29035,164.474
Male,1500,Interregional,3,10.856074,0.10816,0.89184,4.899006,17.63642,233.696
Male,1500,National,5,11.344653,0.103433,0.896567,5.045128,18.16246,358.743
Female,1500,National,5,10.762233,0.123153,0.876847,4.386504,15.79142,214.912
Male,5000,National,3,9.541219,0.069939,0.930061,5.474803,19.70929,316.219
Male,3000,Regional,3,10.450149,0.118583,0.881417,4.229622,15.22664,355.603
Male,1500,Interregional,3,12.048827,0.128712,0.871288,4.887986,17.59675,232.051
Male,800,Regional,3,18.234211,0.21243,0.78757,4.040226,14.54482,358.069
Male,1500,Regional,3,10.636454,0.125224,0.874776,4.406913,15.86489,210.38
Female,800,National,4,12.043382,0.144084,0.855916,4.554579,16.39648,168.301
Male,10000,Regional,3,8.562031,0.079299,0.920701,4.560634,16.41828,291.665
Male,1500,National,5,11.012928,0.095586,0.904414,5.374379,19.34776,205.127
Female,3000,Regional,3,7.912991,0.110045,0.889955,3.780437,13.60957,86.656
Female,800,Regional,3,10.889907,0.164197,0.835803,3.785232,13.62684,132.696
Male,400,Interregional,3,17.678181,0.213396,0.786604,4.709891,16.95561,172.51
Male,10000,Interregional,3,7.620092,0.056665,0.943335,4.763737,17.14945,355.575
Male,1500,Regional,3,10.733586,0.11254,0.88746,4.684442,16.86399,236.205
Male,1500,Regional,3,12.648782,0.150171,0.849829,4.416674,15.90003,247.979
Male,3000,Regional,3,9.030745,0.092309,0.907691,4.195813,15.10493,529.359
Female,1500,Interregional,3,8.593419,0.096164,0.903836,3.97397,14.30629,328.262
Male,1500,Interregional,6,9.206697,0.078394,0.921606,5.004642,18.01671,223.057
Female,400,Regional,3,12.699873,0.183261,0.816739,4.032347,14.51645,132.483
Male,800,Regional,4,13.439069,0.151967,0.848033,4.858498,17.49059,179.621
Male,5000,Regional,4,7.540926,0.076761,0.923239,4.053231,14.59163,219.322
Male,800,Interregional,3,15.360396,0.177673,0.822327,5.178274,18.64179,143.972
Male,1500,Regional,3,11.555387,0.135246,0.864754,4.488456,16.15844,222.488
Male,800,Interregional,3,12.888793,0.147408,0.852592,5.080883,18.29118,139.036
Male,3000,Regional,4,8.976606,0.097736,0.902264,4.325356,15.57128,229.057
Male,800,National,3,13.26679,0.134859,0.865141,5.898405,21.23426,109.751
Male,3000,Interregional,4,9.831194,0.091735,0.908265,5.151048,18.54377,147.46
Female,800,National,3,13.613113,0.173794,0.826206,4.562741,16.42587,146.707
Male,3000,Regional,3,7.975023,0.085691,0.914309,3.897485,14.03095,479.68
Male,800,Interregional,3,17.555417,0.200939,0.799061,5.084374,18.30375,168.986
Male,800,Interregional,3,16.465176,0.194393,0.805607,4.840297,17.42507,175.843
Female,3000,National,3,7.55958,0.061124,0.938876,4.780284,17.20902,177.794
Male,400,Regional,3,16.566126,0.21199,0.78801,4.532051,16.31539,150.233
Male,1500,Regional,3,10.611302,0.126552,0.873448,4.030108,14.50839,371.115
Female,1500,National,3,10.252272,0.114786,0.885214,4.528638,16.3031,211.925
Male,800,Regional,3,15.039175,0.183519,0.816481,4.775168,17.1906,156.522
Male,400,Regional,3,16.6076,0.208976,0.791024,4.687098,16.87355,143.237
Male,10000,Regional,3,7.997869,0.076682,0.923318,4.355657,15.68036,192.932
Male,1500,National,3,11.862178,0.104546,0.895454,6.360484,22.89774,86.324
Male,400,Regional,3,12.560335,0.15723,0.84277,4.289453,15.44203,168.884
Male,10000,Regional,4,6.430994,0.050636,0.949364,4.220505,15.19382,257.188
Male,1500,Regional,5,10.433167,0.105294,0.894706,4.87458,17.54849,190.275
Female,1500,Interregional,3,10.850104,0.128211,0.871789,4.405929,15.86134,214.15
Male,3000,Interregional,4,10.905685,0.10513,0.89487,5.342207,19.23194,123.521
Female,1500,Regional,4,9.724818,0.135304,0.864696,3.472691,12.50169,294.857
Female,800,National,5,11.264629,0.128856,0.871144,4.435732,15.96863,214.307
Male,1500,Regional,5,10.943,0.122557,0.877443,4.552235,16.38805,195.267
Male,10000,Regional,3,10.875425,0.119119,0.880881,4.336935,15.61297,205.274
Female,3000,Regional,3,9.355255,0.128441,0.871559,3.814021,13.73047,176.373
Male,1500,Interregional,3,13.539065,0.146129,0.853871,4.934204,17.76314,243.675
Male,800,Interregional,3,15.343254,0.179226,0.820774,5.06829,18.24584,150.974
Male,800,Regional,5,12.219715,0.135204,0.864796,4.677304,16.8383,209.929
Female,1500,Regional,3,9.107553,0.125735,0.874265,3.660119,13.17643,216.875
Male,800,Interregional,4,12.768685,0.141565,0.858435,4.899017,17.63646,179.841
Female,10000,Regional,3,5.647883,0.072081,0.927919,3.14896,11.33625,109.615
Male,5000,Interregional,3,9.564629,0.086445,0.913555,4.689038,16.88054,453.189
Male,800,Regional,3,12.504215,0.14166,0.85834,5.205128,18.73846,121.469
Male,800,Regional,4,14.932368,0.180316,0.819684,4.376745,15.75628,215.366
Male,5000,Interregional,4,10.99033,0.102126,0.897874,5.440869,19.58713,136.627
Female,800,National,3,12.693222,0.144208,0.855792,5.272705,18.98174,114.191
Male,1500,Regional,4,10.528066,0.132014,0.867986,4.181348,15.05285,178.53
Male,800,Regional,3,11.624934,0.135953,0.864047,4.567221,16.442,201.632
Male,3000,Regional,3,8.210644,0.077661,0.922339,4.571409,16.45707,226.931
Male,800,International,3,20.373907,0.228352,0.771648,4.754139,17.1149,219.223
Female,400,Interregional,3,18.830457,0.252727,0.747273,3.652816,13.15014,214.866
Male,3000,Interregional,4,9.336625,0.078219,0.921781,5.351433,19.26516,156.433
Male,800,Interregional,4,12.044734,0.116566,0.883434,5.27055,18.97398,225.797
Male,1500,Regional,3,12.417479,0.157193,0.842807,4.071576,14.65767,261.663
Female,800,Regional,4,11.64689,0.16004,0.83996,3.820139,13.7525,194.849
Male,800,Regional,3,12.128207,0.146318,0.853682,4.398641,15.83511,223.096
Female,400,Regional,3,13.388179,0.190879,0.809121,4.037022,14.53328,141.847
Female,1500,Interregional,3,10.743627,0.129315,0.870685,4.30333,15.49199,220.638
Female,400,Regional,3,12.894213,0.201644,0.798356,3.534976,12.72591,151.221
Female,3000,Interregional,4,8.658171,0.0948,0.9052,4.016376,14.45895,384.3
Female,400,Regional,3,12.659093,0.19825,0.80175,3.559863,12.81551,146.626
Male,3000,Regional,3,7.934298,0.072565,0.927435,4.397794,15.83206,300.527
Male,10000,Interregional,4,8.709932,0.073638,0.926362,4.878844,17.56384,285.85
Male,1500,National,4,10.333384,0.0894,0.9106,5.14792,18.53251,277.113
Male,3000,Regional,5,10.63562,0.107064,0.892936,4.997764,17.99195,168.912
Female,800,National,3,10.743971,0.11687,0.88313,5.205062,18.73822,100.659
Male,400,Regional,3,13.990443,0.183551,0.816449,4.537091,16.33353,131.628
Male,800,National,3,12.864827,0.127363,0.872637,5.91459,21.29252,113.005
Female,3000,Regional,3,7.323565,0.077149,0.922851,4.062862,14.6263,220.577
Male,800,Regional,4,12.530042,0.138681,0.861319,4.913479,17.68853,173.991
Female,1500,Regional,4,10.910692,0.143502,0.856498,4.040304,14.54509,176.698
Female,800,National,3,14.558565,0.17726,0.82274,4.839203,17.42113,147.359
Male,1500,National,5,13.061573,0.130026,0.869974,5.17858,18.64289,223.894
Female,1500,Regional,3,10.003399,0.140771,0.859229,3.629169,13.06501,231.613
Male,1500,Regional,3,12.032767,0.144852,0.855148,4.950228,17.82082,111.973
Female,5000,Regional,3,6.949726,0.066856,0.933144,4.193332,15.096,180.665
Male,5000,Interregional,3,9.868885,0.089514,0.910486,4.77211,17.1796,423.016
Male,1500,Regional,3,9.3538,0.10397,0.89603,4.498104,16.19317,177.622
Male,1500,Regional,3,10.967034,0.116274,0.883726,5.422306,19.5203,90.45
Female,1500,Interregional,4,11.35733,0.146178,0.853822,4.189576,15.08247,170.264
Male,400,Interregional,3,18.606881,0.218543,0.781457,4.87544,17.55158,170.813
Female,800,Interregional,3,13.422067,0.175755,0.824245,4.478914,16.12409,139.421
Female,800,Interregional,4,12.348196,0.154283,0.845717,4.276283,15.39462,191.88
Female,1500,Regional,4,11.273138,0.175934,0.824066,3.120685,11.23447,242.697
Male,800,Regional,4,14.696723,0.178994,0.821006,4.409914,15.87569,198.416
Male,1500,Interregional,4,11.947873,0.120101,0.879899,5.040546,18.14597,246.696
Male,1500,Regional,4,11.515335,0.13074,0.86926,4.335187,15.60667,309.301
Male,800,Regional,3,12.178903,0.135821,0.864179,5.291097,19.04795,112.649
Male,1500,Regional,4,10.684893,0.110765,0.889235,4.794997,17.26199,226.015
Male,1500,Regional,3,12.412047,0.158721,0.841279,4.666532,16.79952,119.849
Male,1500,Interregional,3,10.454913,0.101078,0.898922,4.656116,16.76202,413.256
Male,800,Interregional,4,13.255297,0.136549,0.863451,4.968854,17.88787,221.553
Male,800,Interregional,3,17.617022,0.21063,0.78937,4.654306,16.7555,188.589
Male,1500,Regional,3,11.09374,0.118015,0.881985,4.905668,17.6604,195.005
Male,1500,Regional,4,10.449894,0.10727,0.89273,4.830778,17.3908,211.18
Male,800,Interregional,3,12.612969,0.131002,0.868998,5.635283,20.28702,116.433
Female,1500,Regional,3,9.635797,0.150798,0.849202,3.150091,11.34033,265.606
Male,1500,Regional,3,10.928558,0.122771,0.877229,4.414801,15.89328,295.824
Male,1500,Interregional,3,10.687529,0.099069,0.900931,4.92107,17.71585,254.413
Male,400,Interregional,3,18.574351,0.230114,0.769886,4.519667,16.2708,169.11
Male,3000,Regional,4,10.412648,0.103459,0.896541,5.242522,18.87308,122.233
Female,800,Regional,3,11.801601,0.161609,0.838391,3.713598,13.36895,261.52
Female,5000,National,6,8.971289,0.092831,0.907169,4.233266,15.23976,298.975
Male,3000,Interregional,4,8.931736,0.074799,0.925201,5.165244,18.59488,177.617
Male,800,Interregional,3,14.082912,0.158962,0.841038,5.36119,19.30028,126.631
Male,400,Regional,3,15.99559,0.213959,0.786041,4.093255,14.73572,178.468
Female,800,National,4,11.250295,0.133003,0.866997,4.53615,16.33014,166.57
Female,1500,Interregional,4,9.699783,0.110798,0.889202,4.262334,15.3444,243.322
Female,3000,Regional,3,7.209641,0.079172,0.920828,3.888195,13.9975,253.955
Female,1500,National,4,8.345545,0.07545,0.92455,4.827458,17.37885,155.913
Male,10000,Regional,3,6.944115,0.047628,0.952372,4.679665,16.84679,292.4
Male,5000,Regional,3,8.785841,0.096506,0.903494,4.332526,15.59709,180.507
Male,800,Regional,5,11.79995,0.133996,0.866004,4.527941,16.30059,207.004
Male,5000,Regional,4,8.963593,0.101262,0.898738,4.396693,15.82809,127.984
Male,1500,Regional,3,10.271221,0.105443,0.894557,4.703315,16.93193,279.223
Male,800,Regional,4,12.11928,0.14057,0.85943,4.661046,16.77976,175.618
Male,1500,National,4,11.547318,0.103344,0.896656,5.040001,18.144,483.106
Female,1500,Interregional,3,11.209923,0.142875,0.857125,4.647244,16.73008,106.623
Male,800,International,4,19.56782,0.213332,0.786668,4.25619,15.32229,334.287
Male,800,Interregional,3,15.93004,0.179921,0.820079,5.230842,18.83103,157.517
Male,400,Interregional,3,17.780704,0.213367,0.786633,4.679321,16.84556,181.397
Male,1500,Regional,3,11.670984,0.12425,0.87575,4.964934,17.87376,201.19
Male,10000,Interregional,4,9.040271,0.07215,0.92785,5.164453,18.59203,214.883
Male,800,National,3,14.09578,0.145727,0.854273,4.889809,17.60331,291.581
Male,800,Interregional,5,14.054506,0.150264,0.849736,4.788479,17.23853,255.322
Male,1500,Regional,3,12.962872,0.146773,0.853227,4.670706,16.81454,243.051
Female,1500,Interregional,5,10.809549,0.12526,0.87474,4.38251,15.77704,203.071
Female,10000,Regional,4,9.178188,0.114536,0.885464,3.807486,13.70695,150.125
Male,800,Interregional,4,13.285205,0.143135,0.856865,5.092914,18.33449,176.714
Female,400,Interregional,3,21.208591,0.276448,0.723552,3.460575,12.45807,240.299
Male,3000,Regional,4,8.885576,0.079212,0.920788,4.703949,16.93422,347.614
Male,800,Regional,3,11.296671,0.128188,0.871812,4.757757,17.12793,139.258
Female,800,Interregional,3,12.471566,0.162927,0.837073,4.524203,16.28713,127.145
Male,800,Regional,3,16.533397,0.199479,0.800521,4.761941,17.14299,168.852
Male,1500,Interregional,4,12.480823,0.12684,0.87316,4.967271,17.88218,278.68
Male,800,Regional,4,13.516444,0.162228,0.837772,4.425586,15.93211,209.756
Male,800,Interregional,3,11.617493,0.114177,0.885823,5.80425,20.8953,96.905
Male,3000,Interregional,4,10.662109,0.104368,0.895632,5.026668,18.096,217.317
Female,3000,Regional,3,9.313206,0.132333,0.867667,3.67748,13.23893,181.942
Male,1500,Regional,3,10.525755,0.123161,0.876839,4.333678,15.60124,236.315
Male,400,Interregional,4,15.326851,0.177747,0.822253,4.645509,16.72383,207.075
Female,800,National,3,14.12974,0.176452,0.823548,4.682326,16.85638,148.471
Male,5000,Regional,4,9.039394,0.093852,0.906148,4.710238,16.95686,113.546
Female,800,Interregional,3,10.35909,0.128975,0.871025,4.572979,16.46272,112.564
Female,1500,Regional,3,9.611553,0.136958,0.863042,3.584866,12.90552,222.043
Male,800,Regional,3,13.063068,0.144812,0.855188,5.433592,19.56093,114.158
Male,3000,Interregional,3,9.171591,0.074358,0.925642,5.540536,19.94593,119.244
Female,3000,Regional,4,6.928635,0.090672,0.909328,3.452763,12.42995,208.632
Female,400,Regional,3,11.170641,0.168339,0.831661,3.457345,12.44644,175.532
Male,800,National,3,14.772395,0.156944,0.843056,5.694037,20.49853,132.444
Female,800,Regional,3,12.040081,0.172547,0.827453,3.469396,12.48982,277.267
Male,800,Regional,3,15.077001,0.1797,0.8203,4.956131,17.84207,149.724
Female,1500,Interregional,4,8.757846,0.091524,0.908476,4.493429,16.17635,183.406
Male,1500,Regional,3,11.309398,0.13134,0.86866,4.554868,16.39753,204.757
Male,1500,Regional,3,13.237757,0.156322,0.843678,5.149182,18.53706,114.784
Male,1500,Regional,5,10.592409,0.111023,0.888977,4.511033,16.23972,292.286
Female,400,Regional,3,14.899096,0.208414,0.791586,3.942793,14.19405,168.612
Female,800,Interregional,4,12.114001,0.160747,0.839253,3.685773,13.26878,299.394
Male,400,Interregional,3,18.78476,0.224887,0.775113,4.696456,16.90724,175.932
Female,1500,Regional,3,11.097111,0.147501,0.852499,4.408794,15.87166,115.411
Female,1500,Interregional,3,10.882256,0.134434,0.865566,4.243791,15.27765,211.897
Male,1500,Regional,5,9.438515,0.097208,0.902792,4.368395,15.72622,244.797
Male,800,Interregional,4,15.417044,0.177152,0.822848,4.729265,17.02535,199.707
Female,3000,Regional,3,8.716582,0.119041,0.880959,3.783207,13.61955,166.105
Male,800,Interregional,3,14.071678,0.149947,0.850053,5.024414,18.08789,245.358
Female,800,Regional,4,11.413701,0.163809,0.836191,3.674375,13.22775,183.052
Female,1500,Interregional,3,14.145125,0.18118,0.81882,3.859459,13.89405,310.274
Female,3000,Regional,3,8.660543,0.100438,0.899562,4.279326,15.40557,159.851
Female,800,Regional,3,12.9079,0.181968,0.818032,4.045331,14.56319,149.106
Male,1500,Regional,3,11.643051,0.142086,0.857914,4.271182,15.37625,237.94
Male,800,Interregional,3,12.548005,0.135069,0.864931,5.456362,19.6429,118.376
Male,800,Regional,3,15.413214,0.18177,0.81823,5.021798,18.07847,150.329
Male,800,Interregional,3,12.741748,0.131614,0.868386,5.739897,20.66363,109.233
Male,5000,Interregional,3,8.774816,0.076471,0.923529,5.079485,18.28615,158.748
Male,800,Regional,3,14.225097,0.16296,0.83704,4.583678,16.50124,265.268
Male,800,Regional,3,12.561444,0.144919,0.855081,5.150629,18.54227,119.062
Male,800,Interregional,3,16.117227,0.186377,0.813623,5.054644,18.19672,163.218
Female,800,Interregional,4,10.564252,0.134981,0.865019,4.095001,14.742,182.874
Male,3000,Regional,3,8.418349,0.082313,0.917687,4.543388,16.3562,227.882
Male,1500,Interregional,3,10.117617,0.092189,0.907811,5.176048,18.63377,193.295
Male,5000,Interregional,3,8.976899,0.07703,0.92297,5.151795,18.54646,176.891
Male,400,Interregional,3,23.717936,0.279658,0.720342,3.998086,14.39311,232.879
Male,1500,Regional,3,9.693809,0.111279,0.888721,4.473292,16.10385,173.429
Male,1500,Interregional,3,10.007938,0.092764,0.907236,5.778509,20.80263,65.891
Female,400,Interregional,4,14.701751,0.18893,0.81107,4.030167,14.5086,218.68
Male,1500,Regional,5,9.132068,0.104884,0.895116,4.010531,14.43791,291.352
Female,3000,Regional,3,7.151736,0.098054,0.901946,3.511655,12.64196,161.676
Female,800,Interregional,3,11.780378,0.14869,0.85131,4.636746,16.69228,124.025
Male,1500,Interregional,4,10.468293,0.100584,0.899416,5.019342,18.06963,231.306
Male,800,National,3,13.567246,0.137251,0.862749,5.953559,21.43281,111.788
Male,3000,Regional,3,9.45969,0.099,0.901,4.503482,16.21254,274.741
Female,1500,Interregional,5,9.465277,0.109303,0.890697,4.357135,15.68569,151.857
Male,1500,Regional,5,10.69671,0.110169,0.889831,4.96099,17.85956,155.912
Male,1500,Regional,4,9.377661,0.09327,0.90673,4.478316,16.12194,201.958
Male,1500,Interregional,4,10.53136,0.103074,0.896926,5.074038,18.26654,188.604
Female,1500,Interregional,4,9.719315,0.109561,0.890439,4.355572,15.68006,179.2
Male,800,Regional,3,12.474012,0.149652,0.850348,4.107731,14.78783,295.013
Female,3000,Interregional,4,8.008316,0.077104,0.922896,4.534257,16.32333,170.71
Male,800,Interregional,3,14.287543,0.157275,0.842725,5.55368,19.99325,121.096
Female,400,Regional,3,13.509565,0.196385,0.803615,3.87268,13.94165,152.663
Male,800,Interregional,3,13.003769,0.142163,0.857837,5.400991,19.44357,125.462
Female,800,National,4,11.508977,0.133449,0.866551,4.635484,16.68774,168.32
Female,800,Interregional,3,12.718104,0.16432,0.83568,4.484142,16.14291,143.151
Male,800,Regional,4,14.327104,0.169179,0.830821,4.590532,16.52592,195.896
Male,10000,Interregional,3,7.700147,0.057391,0.942609,4.943136,17.79529,171.464
Male,400,Regional,3,13.439944,0.15543,0.84457,4.374232,15.74724,228.364
Female,1500,Regional,4,9.816991,0.13797,0.86203,3.721715,13.39817,174.588
Female,3000,Interregional,5,8.442195,0.094016,0.905984,3.971141,14.29611,308.709
Male,1500,National,4,9.461386,0.07247,0.92753,5.66455,20.39238,147.089
Male,1500,Regional,3,9.943511,0.101032,0.898968,4.735321,17.04716,249.74
Female,800,Interregional,4,11.174459,0.141018,0.858982,3.919863,14.11151,230.022
Male,1500,Interregional,4,11.975011,0.1168,0.8832,5.117768,18.42396,267.654
Male,1500,National,5,11.469545,0.100059,0.899941,5.27429,18.98744,340.423
Male,1500,Regional,4,12.3836,0.141646,0.858354,4.799164,17.27699,164.716
Male,3000,Regional,3,8.109867,0.079848,0.920152,4.445404,16.00345,224.343
Male,800,National,3,16.355092,0.177518,0.822482,5.517785,19.86403,153.094
Female,800,Regional,3,10.516723,0.136164,0.863836,4.034663,14.52479,210.605
Female,10000,Regional,3,6.312977,0.06218,0.93782,3.814663,13.73279,221.269
Male,3000,Interregional,4,10.411866,0.103144,0.896856,4.722608,17.00139,305.928
Male,800,National,3,15.546737,0.166764,0.833236,5.633587,20.28091,141.513
Male,3000,Regional,3,8.503088,0.079749,0.920251,4.699536,16.91833,215.045
